# file...... /home/daviddiaz/Documents/react/backend-simulador/uploads/66a7ee75e0a2800466cf3b80/records/data_solar.csv
# date...... Mon Jul 29 13:45:27 2024
# user...... daviddiaz
# host...... (null)
# target.... inverter 15
# trigger... (none)
# interval.. 5
# limit..... 0
# timestamp,P_Out, Q_Out, V_In
2009-01-01 02:22:50 PST,+0,-0,+27.2798+0i
2009-01-01 02:22:55 PST,+0,-0,+27.2798+0i
2009-01-01 02:23:00 PST,+0,-0,+27.2798+0i
2009-01-01 02:23:05 PST,+0,-0,+27.2798+0i
2009-01-01 02:23:10 PST,+0,-0,+27.2798+0i
2009-01-01 02:23:15 PST,+0,-0,+27.2798+0i
2009-01-01 02:23:20 PST,+0,-0,+27.2798+0i
2009-01-01 02:23:25 PST,+0,-0,+27.2798+0i
2009-01-01 02:23:30 PST,+0,-0,+27.2798+0i
2009-01-01 02:23:35 PST,+0,-0,+27.2798+0i
2009-01-01 02:23:40 PST,+0,-0,+27.2798+0i
2009-01-01 02:23:45 PST,+0,-0,+27.2798+0i
2009-01-01 02:23:50 PST,+0,-0,+27.2798+0i
2009-01-01 02:23:55 PST,+0,-0,+27.2798+0i
2009-01-01 02:24:00 PST,+0,-0,+27.2798+0i
2009-01-01 02:24:05 PST,+0,-0,+27.2798+0i
2009-01-01 02:24:10 PST,+0,-0,+27.2798+0i
2009-01-01 02:24:15 PST,+0,-0,+27.2798+0i
2009-01-01 02:24:20 PST,+0,-0,+27.2798+0i
2009-01-01 02:24:25 PST,+0,-0,+27.2798+0i
2009-01-01 02:24:30 PST,+0,-0,+27.2798+0i
2009-01-01 02:24:35 PST,+0,-0,+27.2798+0i
2009-01-01 02:24:40 PST,+0,-0,+27.2798+0i
2009-01-01 02:24:45 PST,+0,-0,+27.2798+0i
2009-01-01 02:24:50 PST,+0,-0,+27.2798+0i
2009-01-01 02:24:55 PST,+0,-0,+27.2798+0i
2009-01-01 02:25:00 PST,+0,-0,+27.2798+0i
2009-01-01 02:25:05 PST,+0,-0,+27.2798+0i
2009-01-01 02:25:10 PST,+0,-0,+27.2798+0i
2009-01-01 02:25:15 PST,+0,-0,+27.2798+0i
2009-01-01 02:25:20 PST,+0,-0,+27.2798+0i
2009-01-01 02:25:25 PST,+0,-0,+27.2798+0i
2009-01-01 02:25:30 PST,+0,-0,+27.2798+0i
2009-01-01 02:25:35 PST,+0,-0,+27.2798+0i
2009-01-01 02:25:40 PST,+0,-0,+27.2798+0i
2009-01-01 02:25:45 PST,+0,-0,+27.2798+0i
2009-01-01 02:25:50 PST,+0,-0,+27.2798+0i
2009-01-01 02:25:55 PST,+0,-0,+27.2798+0i
2009-01-01 02:26:00 PST,+0,-0,+27.2798+0i
2009-01-01 02:26:05 PST,+0,-0,+27.2798+0i
2009-01-01 02:26:10 PST,+0,-0,+27.2798+0i
2009-01-01 02:26:15 PST,+0,-0,+27.2798+0i
2009-01-01 02:26:20 PST,+0,-0,+27.2798+0i
2009-01-01 02:26:25 PST,+0,-0,+27.2798+0i
2009-01-01 02:26:30 PST,+0,-0,+27.2798+0i
2009-01-01 02:26:35 PST,+0,-0,+27.2798+0i
2009-01-01 02:26:40 PST,+0,-0,+27.2798+0i
2009-01-01 02:26:45 PST,+0,-0,+27.2798+0i
2009-01-01 02:26:50 PST,+0,-0,+27.2798+0i
2009-01-01 02:26:55 PST,+0,-0,+27.2798+0i
2009-01-01 02:27:00 PST,+0,-0,+27.2798+0i
2009-01-01 02:27:05 PST,+0,-0,+27.2798+0i
2009-01-01 02:27:10 PST,+0,-0,+27.2798+0i
2009-01-01 02:27:15 PST,+0,-0,+27.2798+0i
2009-01-01 02:27:20 PST,+0,-0,+27.2798+0i
2009-01-01 02:27:25 PST,+0,-0,+27.2798+0i
2009-01-01 02:27:30 PST,+0,-0,+27.2798+0i
2009-01-01 02:27:35 PST,+0,-0,+27.2798+0i
2009-01-01 02:27:40 PST,+0,-0,+27.2798+0i
2009-01-01 02:27:45 PST,+0,-0,+27.2798+0i
2009-01-01 02:27:50 PST,+0,-0,+27.2798+0i
2009-01-01 02:27:55 PST,+0,-0,+27.2798+0i
2009-01-01 02:28:00 PST,+0,-0,+27.2798+0i
2009-01-01 02:28:05 PST,+0,-0,+27.2798+0i
2009-01-01 02:28:10 PST,+0,-0,+27.2798+0i
2009-01-01 02:28:15 PST,+0,-0,+27.2798+0i
2009-01-01 02:28:20 PST,+0,-0,+27.2798+0i
2009-01-01 02:28:25 PST,+0,-0,+27.2798+0i
2009-01-01 02:28:30 PST,+0,-0,+27.2798+0i
2009-01-01 02:28:35 PST,+0,-0,+27.2798+0i
2009-01-01 02:28:40 PST,+0,-0,+27.2798+0i
2009-01-01 02:28:45 PST,+0,-0,+27.2798+0i
2009-01-01 02:28:50 PST,+0,-0,+27.2798+0i
2009-01-01 02:28:55 PST,+0,-0,+27.2798+0i
2009-01-01 02:29:00 PST,+0,-0,+27.2798+0i
2009-01-01 02:29:05 PST,+0,-0,+27.2798+0i
2009-01-01 02:29:10 PST,+0,-0,+27.2798+0i
2009-01-01 02:29:15 PST,+0,-0,+27.2798+0i
2009-01-01 02:29:20 PST,+0,-0,+27.2798+0i
2009-01-01 02:29:25 PST,+0,-0,+27.2798+0i
2009-01-01 02:29:30 PST,+0,-0,+27.2798+0i
2009-01-01 02:29:35 PST,+0,-0,+27.2798+0i
2009-01-01 02:29:40 PST,+0,-0,+27.2798+0i
2009-01-01 02:29:45 PST,+0,-0,+27.2798+0i
2009-01-01 02:29:50 PST,+0,-0,+27.2798+0i
2009-01-01 02:29:55 PST,+0,-0,+27.2798+0i
2009-01-01 02:30:00 PST,+0,-0,+27.2798+0i
2009-01-01 02:30:05 PST,+0,-0,+27.2798+0i
2009-01-01 02:30:10 PST,+0,-0,+27.2798+0i
2009-01-01 02:30:15 PST,+0,-0,+27.2798+0i
2009-01-01 02:30:20 PST,+0,-0,+27.2798+0i
2009-01-01 02:30:25 PST,+0,-0,+27.2798+0i
2009-01-01 02:30:30 PST,+0,-0,+27.2798+0i
2009-01-01 02:30:35 PST,+0,-0,+27.2798+0i
2009-01-01 02:30:40 PST,+0,-0,+27.2798+0i
2009-01-01 02:30:45 PST,+0,-0,+27.2798+0i
2009-01-01 02:30:50 PST,+0,-0,+27.2798+0i
2009-01-01 02:30:55 PST,+0,-0,+27.2798+0i
2009-01-01 02:31:00 PST,+0,-0,+27.2798+0i
2009-01-01 02:31:05 PST,+0,-0,+27.2798+0i
2009-01-01 02:31:10 PST,+0,-0,+27.2798+0i
2009-01-01 02:31:15 PST,+0,-0,+27.2798+0i
2009-01-01 02:31:20 PST,+0,-0,+27.2798+0i
2009-01-01 02:31:25 PST,+0,-0,+27.2798+0i
2009-01-01 02:31:30 PST,+0,-0,+27.2798+0i
2009-01-01 02:31:35 PST,+0,-0,+27.2798+0i
2009-01-01 02:31:40 PST,+0,-0,+27.2798+0i
2009-01-01 02:31:45 PST,+0,-0,+27.2798+0i
2009-01-01 02:31:50 PST,+0,-0,+27.2798+0i
2009-01-01 02:31:55 PST,+0,-0,+27.2798+0i
2009-01-01 02:32:00 PST,+0,-0,+27.2798+0i
2009-01-01 02:32:05 PST,+0,-0,+27.2798+0i
2009-01-01 02:32:10 PST,+0,-0,+27.2798+0i
2009-01-01 02:32:15 PST,+0,-0,+27.2798+0i
2009-01-01 02:32:20 PST,+0,-0,+27.2798+0i
2009-01-01 02:32:25 PST,+0,-0,+27.2798+0i
2009-01-01 02:32:30 PST,+0,-0,+27.2798+0i
2009-01-01 02:32:35 PST,+0,-0,+27.2798+0i
2009-01-01 02:32:40 PST,+0,-0,+27.2798+0i
2009-01-01 02:32:45 PST,+0,-0,+27.2798+0i
2009-01-01 02:32:50 PST,+0,-0,+27.2798+0i
2009-01-01 02:32:55 PST,+0,-0,+27.2798+0i
2009-01-01 02:33:00 PST,+0,-0,+27.2798+0i
2009-01-01 02:33:05 PST,+0,-0,+27.2798+0i
2009-01-01 02:33:10 PST,+0,-0,+27.2798+0i
2009-01-01 02:33:15 PST,+0,-0,+27.2798+0i
2009-01-01 02:33:20 PST,+0,-0,+27.2798+0i
2009-01-01 02:33:25 PST,+0,-0,+27.2798+0i
2009-01-01 02:33:30 PST,+0,-0,+27.2798+0i
2009-01-01 02:33:35 PST,+0,-0,+27.2798+0i
2009-01-01 02:33:40 PST,+0,-0,+27.2798+0i
2009-01-01 02:33:45 PST,+0,-0,+27.2798+0i
2009-01-01 02:33:50 PST,+0,-0,+27.2798+0i
2009-01-01 02:33:55 PST,+0,-0,+27.2798+0i
2009-01-01 02:34:00 PST,+0,-0,+27.2798+0i
2009-01-01 02:34:05 PST,+0,-0,+27.2798+0i
2009-01-01 02:34:10 PST,+0,-0,+27.2798+0i
2009-01-01 02:34:15 PST,+0,-0,+27.2798+0i
2009-01-01 02:34:20 PST,+0,-0,+27.2798+0i
2009-01-01 02:34:25 PST,+0,-0,+27.2798+0i
2009-01-01 02:34:30 PST,+0,-0,+27.2798+0i
2009-01-01 02:34:35 PST,+0,-0,+27.2798+0i
2009-01-01 02:34:40 PST,+0,-0,+27.2798+0i
2009-01-01 02:34:45 PST,+0,-0,+27.2798+0i
2009-01-01 02:34:50 PST,+0,-0,+27.2798+0i
2009-01-01 02:34:55 PST,+0,-0,+27.2798+0i
2009-01-01 02:35:00 PST,+0,-0,+27.2798+0i
2009-01-01 02:35:05 PST,+0,-0,+27.2798+0i
2009-01-01 02:35:10 PST,+0,-0,+27.2798+0i
2009-01-01 02:35:15 PST,+0,-0,+27.2798+0i
2009-01-01 02:35:20 PST,+0,-0,+27.2798+0i
2009-01-01 02:35:25 PST,+0,-0,+27.2798+0i
2009-01-01 02:35:30 PST,+0,-0,+27.2798+0i
2009-01-01 02:35:35 PST,+0,-0,+27.2798+0i
2009-01-01 02:35:40 PST,+0,-0,+27.2798+0i
2009-01-01 02:35:45 PST,+0,-0,+27.2798+0i
2009-01-01 02:35:50 PST,+0,-0,+27.2798+0i
2009-01-01 02:35:55 PST,+0,-0,+27.2798+0i
2009-01-01 02:36:00 PST,+0,-0,+27.2798+0i
2009-01-01 02:36:05 PST,+0,-0,+27.2798+0i
2009-01-01 02:36:10 PST,+0,-0,+27.2798+0i
2009-01-01 02:36:15 PST,+0,-0,+27.2798+0i
2009-01-01 02:36:20 PST,+0,-0,+27.2798+0i
2009-01-01 02:36:25 PST,+0,-0,+27.2798+0i
2009-01-01 02:36:30 PST,+0,-0,+27.2798+0i
2009-01-01 02:36:35 PST,+0,-0,+27.2798+0i
2009-01-01 02:36:40 PST,+0,-0,+27.2798+0i
2009-01-01 02:36:45 PST,+0,-0,+27.2798+0i
2009-01-01 02:36:50 PST,+0,-0,+27.2798+0i
2009-01-01 02:36:55 PST,+0,-0,+27.2798+0i
2009-01-01 02:37:00 PST,+0,-0,+27.2798+0i
2009-01-01 02:37:05 PST,+0,-0,+27.2798+0i
2009-01-01 02:37:10 PST,+0,-0,+27.2798+0i
2009-01-01 02:37:15 PST,+0,-0,+27.2798+0i
2009-01-01 02:37:20 PST,+0,-0,+27.2798+0i
2009-01-01 02:37:25 PST,+0,-0,+27.2798+0i
2009-01-01 02:37:30 PST,+0,-0,+27.2798+0i
2009-01-01 02:37:35 PST,+0,-0,+27.2798+0i
2009-01-01 02:37:40 PST,+0,-0,+27.2798+0i
2009-01-01 02:37:45 PST,+0,-0,+27.2798+0i
2009-01-01 02:37:50 PST,+0,-0,+27.2798+0i
2009-01-01 02:37:55 PST,+0,-0,+27.2798+0i
2009-01-01 02:38:00 PST,+0,-0,+27.2798+0i
2009-01-01 02:38:05 PST,+0,-0,+27.2798+0i
2009-01-01 02:38:10 PST,+0,-0,+27.2798+0i
2009-01-01 02:38:15 PST,+0,-0,+27.2798+0i
2009-01-01 02:38:20 PST,+0,-0,+27.2798+0i
2009-01-01 02:38:25 PST,+0,-0,+27.2798+0i
2009-01-01 02:38:30 PST,+0,-0,+27.2798+0i
2009-01-01 02:38:35 PST,+0,-0,+27.2798+0i
2009-01-01 02:38:40 PST,+0,-0,+27.2798+0i
2009-01-01 02:38:45 PST,+0,-0,+27.2798+0i
2009-01-01 02:38:50 PST,+0,-0,+27.2798+0i
2009-01-01 02:38:55 PST,+0,-0,+27.2798+0i
2009-01-01 02:39:00 PST,+0,-0,+27.2798+0i
2009-01-01 02:39:05 PST,+0,-0,+27.2798+0i
2009-01-01 02:39:10 PST,+0,-0,+27.2798+0i
2009-01-01 02:39:15 PST,+0,-0,+27.2798+0i
2009-01-01 02:39:20 PST,+0,-0,+27.2798+0i
2009-01-01 02:39:25 PST,+0,-0,+27.2798+0i
2009-01-01 02:39:30 PST,+0,-0,+27.2798+0i
2009-01-01 02:39:35 PST,+0,-0,+27.2798+0i
2009-01-01 02:39:40 PST,+0,-0,+27.2798+0i
2009-01-01 02:39:45 PST,+0,-0,+27.2798+0i
2009-01-01 02:39:50 PST,+0,-0,+27.2798+0i
2009-01-01 02:39:55 PST,+0,-0,+27.2798+0i
2009-01-01 02:40:00 PST,+0,-0,+27.2798+0i
2009-01-01 02:40:05 PST,+0,-0,+27.2798+0i
2009-01-01 02:40:10 PST,+0,-0,+27.2798+0i
2009-01-01 02:40:15 PST,+0,-0,+27.2798+0i
2009-01-01 02:40:20 PST,+0,-0,+27.2798+0i
2009-01-01 02:40:25 PST,+0,-0,+27.2798+0i
2009-01-01 02:40:30 PST,+0,-0,+27.2798+0i
2009-01-01 02:40:35 PST,+0,-0,+27.2798+0i
2009-01-01 02:40:40 PST,+0,-0,+27.2798+0i
2009-01-01 02:40:45 PST,+0,-0,+27.2798+0i
2009-01-01 02:40:50 PST,+0,-0,+27.2798+0i
2009-01-01 02:40:55 PST,+0,-0,+27.2798+0i
2009-01-01 02:41:00 PST,+0,-0,+27.2798+0i
2009-01-01 02:41:05 PST,+0,-0,+27.2798+0i
2009-01-01 02:41:10 PST,+0,-0,+27.2798+0i
2009-01-01 02:41:15 PST,+0,-0,+27.2798+0i
2009-01-01 02:41:20 PST,+0,-0,+27.2798+0i
2009-01-01 02:41:25 PST,+0,-0,+27.2798+0i
2009-01-01 02:41:30 PST,+0,-0,+27.2798+0i
2009-01-01 02:41:35 PST,+0,-0,+27.2798+0i
2009-01-01 02:41:40 PST,+0,-0,+27.2798+0i
2009-01-01 02:41:45 PST,+0,-0,+27.2798+0i
2009-01-01 02:41:50 PST,+0,-0,+27.2798+0i
2009-01-01 02:41:55 PST,+0,-0,+27.2798+0i
2009-01-01 02:42:00 PST,+0,-0,+27.2798+0i
2009-01-01 02:42:05 PST,+0,-0,+27.2798+0i
2009-01-01 02:42:10 PST,+0,-0,+27.2798+0i
2009-01-01 02:42:15 PST,+0,-0,+27.2798+0i
2009-01-01 02:42:20 PST,+0,-0,+27.2798+0i
2009-01-01 02:42:25 PST,+0,-0,+27.2798+0i
2009-01-01 02:42:30 PST,+0,-0,+27.2798+0i
2009-01-01 02:42:35 PST,+0,-0,+27.2798+0i
2009-01-01 02:42:40 PST,+0,-0,+27.2798+0i
2009-01-01 02:42:45 PST,+0,-0,+27.2798+0i
2009-01-01 02:42:50 PST,+0,-0,+27.2798+0i
2009-01-01 02:42:55 PST,+0,-0,+27.2798+0i
2009-01-01 02:43:00 PST,+0,-0,+27.2798+0i
2009-01-01 02:43:05 PST,+0,-0,+27.2798+0i
2009-01-01 02:43:10 PST,+0,-0,+27.2798+0i
2009-01-01 02:43:15 PST,+0,-0,+27.2798+0i
2009-01-01 02:43:20 PST,+0,-0,+27.2798+0i
2009-01-01 02:43:25 PST,+0,-0,+27.2798+0i
2009-01-01 02:43:30 PST,+0,-0,+27.2798+0i
2009-01-01 02:43:35 PST,+0,-0,+27.2798+0i
2009-01-01 02:43:40 PST,+0,-0,+27.2798+0i
2009-01-01 02:43:45 PST,+0,-0,+27.2798+0i
2009-01-01 02:43:50 PST,+0,-0,+27.2798+0i
2009-01-01 02:43:55 PST,+0,-0,+27.2798+0i
2009-01-01 02:44:00 PST,+0,-0,+27.2798+0i
2009-01-01 02:44:05 PST,+0,-0,+27.2798+0i
2009-01-01 02:44:10 PST,+0,-0,+27.2798+0i
2009-01-01 02:44:15 PST,+0,-0,+27.2798+0i
2009-01-01 02:44:20 PST,+0,-0,+27.2798+0i
2009-01-01 02:44:25 PST,+0,-0,+27.2798+0i
2009-01-01 02:44:30 PST,+0,-0,+27.2798+0i
2009-01-01 02:44:35 PST,+0,-0,+27.2798+0i
2009-01-01 02:44:40 PST,+0,-0,+27.2798+0i
2009-01-01 02:44:45 PST,+0,-0,+27.2798+0i
2009-01-01 02:44:50 PST,+0,-0,+27.2798+0i
2009-01-01 02:44:55 PST,+0,-0,+27.2798+0i
2009-01-01 02:45:00 PST,+0,-0,+27.2798+0i
2009-01-01 02:45:05 PST,+0,-0,+27.2798+0i
2009-01-01 02:45:10 PST,+0,-0,+27.2798+0i
2009-01-01 02:45:15 PST,+0,-0,+27.2798+0i
2009-01-01 02:45:20 PST,+0,-0,+27.2798+0i
2009-01-01 02:45:25 PST,+0,-0,+27.2798+0i
2009-01-01 02:45:30 PST,+0,-0,+27.2798+0i
2009-01-01 02:45:35 PST,+0,-0,+27.2798+0i
2009-01-01 02:45:40 PST,+0,-0,+27.2798+0i
2009-01-01 02:45:45 PST,+0,-0,+27.2798+0i
2009-01-01 02:45:50 PST,+0,-0,+27.2798+0i
2009-01-01 02:45:55 PST,+0,-0,+27.2798+0i
2009-01-01 02:46:00 PST,+0,-0,+27.2798+0i
2009-01-01 02:46:05 PST,+0,-0,+27.2798+0i
2009-01-01 02:46:10 PST,+0,-0,+27.2798+0i
2009-01-01 02:46:15 PST,+0,-0,+27.2798+0i
2009-01-01 02:46:20 PST,+0,-0,+27.2798+0i
2009-01-01 02:46:25 PST,+0,-0,+27.2798+0i
2009-01-01 02:46:30 PST,+0,-0,+27.2798+0i
2009-01-01 02:46:35 PST,+0,-0,+27.2798+0i
2009-01-01 02:46:40 PST,+0,-0,+27.2798+0i
2009-01-01 02:46:45 PST,+0,-0,+27.2798+0i
2009-01-01 02:46:50 PST,+0,-0,+27.2798+0i
2009-01-01 02:46:55 PST,+0,-0,+27.2798+0i
2009-01-01 02:47:00 PST,+0,-0,+27.2798+0i
2009-01-01 02:47:05 PST,+0,-0,+27.2798+0i
2009-01-01 02:47:10 PST,+0,-0,+27.2798+0i
2009-01-01 02:47:15 PST,+0,-0,+27.2798+0i
2009-01-01 02:47:20 PST,+0,-0,+27.2798+0i
2009-01-01 02:47:25 PST,+0,-0,+27.2798+0i
2009-01-01 02:47:30 PST,+0,-0,+27.2798+0i
2009-01-01 02:47:35 PST,+0,-0,+27.2798+0i
2009-01-01 02:47:40 PST,+0,-0,+27.2798+0i
2009-01-01 02:47:45 PST,+0,-0,+27.2798+0i
2009-01-01 02:47:50 PST,+0,-0,+27.2798+0i
2009-01-01 02:47:55 PST,+0,-0,+27.2798+0i
2009-01-01 02:48:00 PST,+0,-0,+27.2798+0i
2009-01-01 02:48:05 PST,+0,-0,+27.2798+0i
2009-01-01 02:48:10 PST,+0,-0,+27.2798+0i
2009-01-01 02:48:15 PST,+0,-0,+27.2798+0i
2009-01-01 02:48:20 PST,+0,-0,+27.2798+0i
2009-01-01 02:48:25 PST,+0,-0,+27.2798+0i
2009-01-01 02:48:30 PST,+0,-0,+27.2798+0i
2009-01-01 02:48:35 PST,+0,-0,+27.2798+0i
2009-01-01 02:48:40 PST,+0,-0,+27.2798+0i
2009-01-01 02:48:45 PST,+0,-0,+27.2798+0i
2009-01-01 02:48:50 PST,+0,-0,+27.2798+0i
2009-01-01 02:48:55 PST,+0,-0,+27.2798+0i
2009-01-01 02:49:00 PST,+0,-0,+27.2798+0i
2009-01-01 02:49:05 PST,+0,-0,+27.2798+0i
2009-01-01 02:49:10 PST,+0,-0,+27.2798+0i
2009-01-01 02:49:15 PST,+0,-0,+27.2798+0i
2009-01-01 02:49:20 PST,+0,-0,+27.2798+0i
2009-01-01 02:49:25 PST,+0,-0,+27.2798+0i
2009-01-01 02:49:30 PST,+0,-0,+27.2798+0i
2009-01-01 02:49:35 PST,+0,-0,+27.2798+0i
2009-01-01 02:49:40 PST,+0,-0,+27.2798+0i
2009-01-01 02:49:45 PST,+0,-0,+27.2798+0i
2009-01-01 02:49:50 PST,+0,-0,+27.2798+0i
2009-01-01 02:49:55 PST,+0,-0,+27.2798+0i
2009-01-01 02:50:00 PST,+0,-0,+27.2798+0i
2009-01-01 02:50:05 PST,+0,-0,+27.2798+0i
2009-01-01 02:50:10 PST,+0,-0,+27.2798+0i
2009-01-01 02:50:15 PST,+0,-0,+27.2798+0i
2009-01-01 02:50:20 PST,+0,-0,+27.2798+0i
2009-01-01 02:50:25 PST,+0,-0,+27.2798+0i
2009-01-01 02:50:30 PST,+0,-0,+27.2798+0i
2009-01-01 02:50:35 PST,+0,-0,+27.2798+0i
2009-01-01 02:50:40 PST,+0,-0,+27.2798+0i
2009-01-01 02:50:45 PST,+0,-0,+27.2798+0i
2009-01-01 02:50:50 PST,+0,-0,+27.2798+0i
2009-01-01 02:50:55 PST,+0,-0,+27.2798+0i
2009-01-01 02:51:00 PST,+0,-0,+27.2798+0i
2009-01-01 02:51:05 PST,+0,-0,+27.2798+0i
2009-01-01 02:51:10 PST,+0,-0,+27.2798+0i
2009-01-01 02:51:15 PST,+0,-0,+27.2798+0i
2009-01-01 02:51:20 PST,+0,-0,+27.2798+0i
2009-01-01 02:51:25 PST,+0,-0,+27.2798+0i
2009-01-01 02:51:30 PST,+0,-0,+27.2798+0i
2009-01-01 02:51:35 PST,+0,-0,+27.2798+0i
2009-01-01 02:51:40 PST,+0,-0,+27.2798+0i
2009-01-01 02:51:45 PST,+0,-0,+27.2798+0i
2009-01-01 02:51:50 PST,+0,-0,+27.2798+0i
2009-01-01 02:51:55 PST,+0,-0,+27.2798+0i
2009-01-01 02:52:00 PST,+0,-0,+27.2798+0i
2009-01-01 02:52:05 PST,+0,-0,+27.2798+0i
2009-01-01 02:52:10 PST,+0,-0,+27.2798+0i
2009-01-01 02:52:15 PST,+0,-0,+27.2798+0i
2009-01-01 02:52:20 PST,+0,-0,+27.2798+0i
2009-01-01 02:52:25 PST,+0,-0,+27.2798+0i
2009-01-01 02:52:30 PST,+0,-0,+27.2798+0i
2009-01-01 02:52:35 PST,+0,-0,+27.2798+0i
2009-01-01 02:52:40 PST,+0,-0,+27.2798+0i
2009-01-01 02:52:45 PST,+0,-0,+27.2798+0i
2009-01-01 02:52:50 PST,+0,-0,+27.2798+0i
2009-01-01 02:52:55 PST,+0,-0,+27.2798+0i
2009-01-01 02:53:00 PST,+0,-0,+27.2798+0i
2009-01-01 02:53:05 PST,+0,-0,+27.2798+0i
2009-01-01 02:53:10 PST,+0,-0,+27.2798+0i
2009-01-01 02:53:15 PST,+0,-0,+27.2798+0i
2009-01-01 02:53:20 PST,+0,-0,+27.2798+0i
2009-01-01 02:53:25 PST,+0,-0,+27.2798+0i
2009-01-01 02:53:30 PST,+0,-0,+27.2798+0i
2009-01-01 02:53:35 PST,+0,-0,+27.2798+0i
2009-01-01 02:53:40 PST,+0,-0,+27.2798+0i
2009-01-01 02:53:45 PST,+0,-0,+27.2798+0i
2009-01-01 02:53:50 PST,+0,-0,+27.2798+0i
2009-01-01 02:53:55 PST,+0,-0,+27.2798+0i
2009-01-01 02:54:00 PST,+0,-0,+27.2798+0i
2009-01-01 02:54:05 PST,+0,-0,+27.2798+0i
2009-01-01 02:54:10 PST,+0,-0,+27.2798+0i
2009-01-01 02:54:15 PST,+0,-0,+27.2798+0i
2009-01-01 02:54:20 PST,+0,-0,+27.2798+0i
2009-01-01 02:54:25 PST,+0,-0,+27.2798+0i
2009-01-01 02:54:30 PST,+0,-0,+27.2798+0i
2009-01-01 02:54:35 PST,+0,-0,+27.2798+0i
2009-01-01 02:54:40 PST,+0,-0,+27.2798+0i
2009-01-01 02:54:45 PST,+0,-0,+27.2798+0i
2009-01-01 02:54:50 PST,+0,-0,+27.2798+0i
2009-01-01 02:54:55 PST,+0,-0,+27.2798+0i
2009-01-01 02:55:00 PST,+0,-0,+27.2798+0i
2009-01-01 02:55:05 PST,+0,-0,+27.2798+0i
2009-01-01 02:55:10 PST,+0,-0,+27.2798+0i
2009-01-01 02:55:15 PST,+0,-0,+27.2798+0i
2009-01-01 02:55:20 PST,+0,-0,+27.2798+0i
2009-01-01 02:55:25 PST,+0,-0,+27.2798+0i
2009-01-01 02:55:30 PST,+0,-0,+27.2798+0i
2009-01-01 02:55:35 PST,+0,-0,+27.2798+0i
2009-01-01 02:55:40 PST,+0,-0,+27.2798+0i
2009-01-01 02:55:45 PST,+0,-0,+27.2798+0i
2009-01-01 02:55:50 PST,+0,-0,+27.2798+0i
2009-01-01 02:55:55 PST,+0,-0,+27.2798+0i
2009-01-01 02:56:00 PST,+0,-0,+27.2798+0i
2009-01-01 02:56:05 PST,+0,-0,+27.2798+0i
2009-01-01 02:56:10 PST,+0,-0,+27.2798+0i
2009-01-01 02:56:15 PST,+0,-0,+27.2798+0i
2009-01-01 02:56:20 PST,+0,-0,+27.2798+0i
2009-01-01 02:56:25 PST,+0,-0,+27.2798+0i
2009-01-01 02:56:30 PST,+0,-0,+27.2798+0i
2009-01-01 02:56:35 PST,+0,-0,+27.2798+0i
2009-01-01 02:56:40 PST,+0,-0,+27.2798+0i
2009-01-01 02:56:45 PST,+0,-0,+27.2798+0i
2009-01-01 02:56:50 PST,+0,-0,+27.2798+0i
2009-01-01 02:56:55 PST,+0,-0,+27.2798+0i
2009-01-01 02:57:00 PST,+0,-0,+27.2798+0i
2009-01-01 02:57:05 PST,+0,-0,+27.2798+0i
2009-01-01 02:57:10 PST,+0,-0,+27.2798+0i
2009-01-01 02:57:15 PST,+0,-0,+27.2798+0i
2009-01-01 02:57:20 PST,+0,-0,+27.2798+0i
2009-01-01 02:57:25 PST,+0,-0,+27.2798+0i
2009-01-01 02:57:30 PST,+0,-0,+27.2798+0i
2009-01-01 02:57:35 PST,+0,-0,+27.2798+0i
2009-01-01 02:57:40 PST,+0,-0,+27.2798+0i
2009-01-01 02:57:45 PST,+0,-0,+27.2798+0i
2009-01-01 02:57:50 PST,+0,-0,+27.2798+0i
2009-01-01 02:57:55 PST,+0,-0,+27.2798+0i
2009-01-01 02:58:00 PST,+0,-0,+27.2798+0i
2009-01-01 02:58:05 PST,+0,-0,+27.2798+0i
2009-01-01 02:58:10 PST,+0,-0,+27.2798+0i
2009-01-01 02:58:15 PST,+0,-0,+27.2798+0i
2009-01-01 02:58:20 PST,+0,-0,+27.2798+0i
2009-01-01 02:58:25 PST,+0,-0,+27.2798+0i
2009-01-01 02:58:30 PST,+0,-0,+27.2798+0i
2009-01-01 02:58:35 PST,+0,-0,+27.2798+0i
2009-01-01 02:58:40 PST,+0,-0,+27.2798+0i
2009-01-01 02:58:45 PST,+0,-0,+27.2798+0i
2009-01-01 02:58:50 PST,+0,-0,+27.2798+0i
2009-01-01 02:58:55 PST,+0,-0,+27.2798+0i
2009-01-01 02:59:00 PST,+0,-0,+27.2798+0i
2009-01-01 02:59:05 PST,+0,-0,+27.2798+0i
2009-01-01 02:59:10 PST,+0,-0,+27.2798+0i
2009-01-01 02:59:15 PST,+0,-0,+27.2798+0i
2009-01-01 02:59:20 PST,+0,-0,+27.2798+0i
2009-01-01 02:59:25 PST,+0,-0,+27.2798+0i
2009-01-01 02:59:30 PST,+0,-0,+27.2798+0i
2009-01-01 02:59:35 PST,+0,-0,+27.2798+0i
2009-01-01 02:59:40 PST,+0,-0,+27.2798+0i
2009-01-01 02:59:45 PST,+0,-0,+27.2798+0i
2009-01-01 02:59:50 PST,+0,-0,+27.2798+0i
2009-01-01 02:59:55 PST,+0,-0,+27.2798+0i
